,planned_stop
207,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
208,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
209,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
210,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
211,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
212,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
213,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
214,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
215,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
216,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
217,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
218,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
219,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
220,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
221,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
222,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
223,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
224,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
225,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
226,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
227,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
228,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
229,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
230,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
231,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
232,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
233,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
234,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
235,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
236,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
237,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
238,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
239,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
240,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
241,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
242,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
243,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
244,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
245,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
246,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
247,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
248,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
249,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
250,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
251,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
252,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
253,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
254,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
255,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
256,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
257,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
258,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
259,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
260,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
261,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
262,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
263,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
264,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
265,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
266,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
267,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
268,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
269,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
270,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
271,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
272,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
273,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
274,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
275,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
276,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
277,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
278,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
279,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
280,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
281,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
282,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
283,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
284,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
285,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
286,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
287,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
288,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
289,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
290,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
291,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
292,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
293,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
294,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
295,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
296,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
297,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
298,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
299,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
300,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
301,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
302,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
303,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
304,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
305,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
306,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
307,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
308,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
309,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
310,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
311,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
312,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
313,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
314,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
315,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
316,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
317,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
318,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
319,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
320,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
321,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
322,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
323,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
324,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
325,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
326,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
327,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
328,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
329,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
330,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
331,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
332,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
333,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
334,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
335,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
336,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
337,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
338,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
339,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
340,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
341,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
342,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
343,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
344,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
345,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
346,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
347,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
348,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
349,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
350,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
351,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
352,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
353,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
354,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
355,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
356,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
357,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
358,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
359,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
360,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
361,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
362,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
363,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
364,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
365,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
366,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
367,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
368,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
369,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
370,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
371,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
372,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
373,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
374,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
375,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
376,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
377,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
378,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
379,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
380,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
381,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
382,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
383,"{'MADRID-NUEVOS-MINISTERIOS': 60, 'MADRID-CHAMARTIN': 90, 'RAMON-Y-CAJAL': 60, 'PITIS': 60}"
